NAME;AGE;SLEEPHOURS;IDNUMBER;GENDER;EFFECTIVENESS;CITY
Gilberto Montemayor Abeyta;54;6;270-71-1327;M;0;Glasgow
Lorena Bravo Pérez;75;9;724-29-1818;F;80;London
Sta. Daniel Chapa Hinojosa;24;10;457-53-7340;F;0;Liverpool
Marcela Cortés Medina;79;10;609-29-7242;M;80;Glasgow
Benito Abeyta Hernandes;53;8;104-92-0391;M;80;Liverpool
Ramiro Zepeda Alarcón;71;4;120-55-7853;M;100;Glasgow
Teodoro Razo Curiel;80;4;382-07-6350;M;80;Bristol
Óscar Bahena Muñoz;1;2;283-30-5127;F;100;Liverpool
Mariano Cervántez Arce;86;10;106-52-8845;M;50;Glasgow
Sta. Jorge Ramírez Lozano;83;5;346-23-1958;F;0;Glasgow
Federico Palomo Aranda;14;2;110-98-1664;M;80;Bristol
Rafael Delgado Arias;65;5;571-83-7034;M;50;Liverpool
Florencia Chacón Toro;66;3;705-68-1867;F;0;London
Carlota Manzanares Melgar;16;2;641-73-2140;F;0;London
Sr. Germán Lomeli Riojas;18;6;827-02-3706;F;80;London
Cristobal Lucero Sáenz;54;7;236-59-8328;M;100;Bristol
Esteban Armendáriz Gollum;85;2;371-56-9521;F;0;Glasgow
Horacio Collado Rosado;84;4;111-28-5259;F;0;Liverpool
Martín Castillo Montaño;81;5;083-03-0179;M;80;Glasgow
Sr. Jaime Castro Páez;90;2;109-17-5580;F;0;London
Sta. Gustavo Flores Segovia;83;10;082-87-8007;M;0;London
Olivia Carrillo Navarro;34;7;133-93-4087;F;100;Bristol
Sr. Cristian Madera Romero;45;5;174-05-0827;F;80;Bristol
Marilu Maestas Sáenz;90;8;287-27-1356;F;0;Liverpool
Joaquín Acuña Dávila;49;6;623-50-2615;F;100;Glasgow
Rubén Velázquez Soto;83;5;328-79-9635;F;0;Liverpool
Hugo Caraballo Portillo;75;3;226-75-5956;M;0;Glasgow
Marco Antonio Saldivar Samaniego;8;5;539-42-7598;F;100;Glasgow
Sr. Víctor Zamudio Correa;45;4;461-69-6902;F;0;Glasgow
Sta. Bernardo Zúñiga Fuentes;89;1;823-35-4114;F;0;London
María del Carmen Mayorga Cepeda;55;5;694-34-9262;F;100;Oxford
Laura Estévez Quintanilla;86;10;126-23-5680;M;0;London
Estela Otero Garay;21;4;437-36-3275;M;50;Oxford
Sta. José Eduardo Cavazos Altamirano;2;9;779-26-5474;M;50;Oxford
Marta Covarrubias Urbina;12;8;272-71-1747;M;100;London
Gerardo Gálvez Trujillo;35;3;097-38-9533;M;80;London
Sr. Jesús Velázquez Mejía;49;7;664-36-2836;M;100;Liverpool
Marco Antonio Orosco Jaramillo;10;5;478-54-9518;M;100;London
José Holguín Merino;51;3;036-67-6992;F;80;Oxford
Pilar Galván Morales;81;4;085-92-4447;M;0;Liverpool
Mariano Bustos Centeno;65;3;341-49-7052;M;0;Bristol
Samuel Leyva Padrón;13;2;052-93-1434;M;100;Glasgow
Sta. Rosalia Patiño Dueñas;44;8;060-68-2205;F;0;Oxford
Rosario Muro Arguello;4;4;698-57-0234;M;50;Bristol
Alejandra Saldivar Jaime;82;3;458-03-3857;M;80;Oxford
Jacobo Acuña Escamilla;83;5;441-42-9972;F;0;Liverpool
Sofia Méndez Bueno;45;6;672-99-7760;M;0;Glasgow
Jaime Báez Noriega;42;9;481-42-4677;F;80;Glasgow
Mateo Ochoa Granados;49;5;484-79-8816;F;80;Liverpool
Luisa Cano Paredes;45;6;477-46-7215;F;0;Bristol
Sta. Esteban Irizarry Villanueva;10;3;454-08-6814;F;0;Glasgow
Juana Segura Sandoval;83;7;809-28-5522;F;0;Bristol
Sr. Vicente Moreno Mota;27;5;293-73-1879;M;50;Oxford
Alicia Puente Cabán;10;5;315-21-9838;F;50;Glasgow
Carla Zarate Limón;39;3;305-19-6218;F;100;Liverpool
Roberto Jiménez Ayala;90;4;803-32-3694;F;100;Glasgow
Sr. Rosario Velásquez Carrillo;42;7;895-76-2255;F;0;Glasgow
Sta. Josefina Olivas Caraballo;84;1;603-57-4839;F;50;Oxford
Marta Valentín Rael;38;6;861-49-1340;M;80;Bristol
Sta. Gabriel Gálvez Malave;43;9;350-16-9913;F;100;Oxford
Sta. Cristobal Gamboa Otero;3;5;215-41-5509;F;100;Glasgow
Marcos Holguín Olivárez;1;9;773-99-3685;F;80;London
José María Zamudio Tejeda;23;5;355-93-9811;M;100;Oxford
Miguel Ángel Posada Mota;84;4;013-72-1501;F;0;London
Jorge Luis Almaraz Armas;18;6;325-97-1898;F;0;Bristol
Gabriela Báez Duran;14;7;657-37-3575;F;100;Bristol
Adán Vallejo Pizarro;42;6;371-71-8466;F;80;Liverpool
Luz Mendoza Leiva;10;6;816-71-8586;F;100;Liverpool
Blanca Garica Escobar;56;6;426-06-1460;F;100;London
Julio Méndez Carrasco;18;2;760-56-6832;F;0;Oxford
María Eugenia Mireles Rincón;12;10;089-21-1757;M;100;Bristol
Emilia Alanis Morales;62;7;789-89-4734;M;80;Bristol
Sr. Federico Collado Niño;56;7;752-33-8239;M;80;Liverpool
Elvira Roybal Tamayo;7;3;595-45-0464;M;0;Oxford
Sta. Ramona Duarte Ceballos;9;8;017-89-7519;M;100;Bristol
Lorena Mercado Ybarra;44;1;675-56-8393;M;0;Oxford
Sta. Conchita Carrasco Almonte;53;9;877-09-6225;M;100;Oxford
Elsa Madrigal Pacheco;33;3;571-47-5974;M;0;Glasgow
Verónica Ávalos Loya;84;4;284-76-5689;F;50;London
Alfonso Soto Sáenz;11;10;285-69-5029;M;50;Liverpool
Inés Huerta Munguía;72;9;088-20-2303;M;50;Glasgow
Sr. Gloria de Anda Ávila;48;9;658-67-2742;M;80;Glasgow
José Eduardo Mayorga Orozco;70;4;583-40-4346;M;0;Oxford
Sra. Víctor Zambrano Ballesteros;1;1;378-70-4734;M;50;Bristol
Rodrigo Villalpando Tafoya;37;4;283-38-2694;M;100;London
Dorotea Alaniz Quintero;30;1;208-99-2064;M;100;Oxford
Teresa Briseño Nazario;41;1;640-11-9045;M;0;London
Teresa Barraza Alonzo;64;2;442-02-3902;M;0;Liverpool
Sr. Salvador Santacruz Briones;34;5;856-46-4757;F;80;Liverpool
Lorenzo Menchaca Parra;6;3;892-44-1884;F;50;Bristol
Ariadna Rivas Longoria;20;3;883-54-1078;M;50;Oxford
Leonor Solís Vanegas;9;3;835-88-8850;F;50;Liverpool
Sta. Sara Velázquez Viera;24;1;404-04-4843;F;50;Liverpool
Sra. Jerónimo Aguayo Aragón;13;5;392-04-7718;F;0;Oxford
Rubén Saiz Cadena;25;5;819-45-1040;M;0;Oxford
Sra. Hernán Valentín Solís;30;3;276-84-0495;F;80;London
Ignacio Arce Arias;28;6;123-94-8136;M;100;Liverpool
Verónica Merino Badillo;57;10;510-30-3394;M;100;Glasgow
Eloisa Frías Armijo;82;7;836-95-2331;F;0;Liverpool
Sr. José Eduardo Rodarte Uribe;50;5;328-07-5857;M;0;Liverpool
Gonzalo Guardado Arevalo;1;6;408-09-9114;M;50;Liverpool
Marco Antonio Farías de Anda;13;5;799-31-1281;F;0;London
Sta. César Valdivia Gil;80;8;780-15-6563;F;80;London
Magdalena Alanis Oquendo;85;3;876-75-0396;F;0;Bristol
César Carbajal Jiménez;17;2;730-65-3737;F;80;Liverpool
Rubén Escobedo Juárez;28;7;007-51-4157;F;80;Glasgow
Sr. Rafael Jaimes Galván;14;4;536-68-0661;M;0;Liverpool
Rocio Benítez Rosario;86;9;493-01-1238;M;80;Oxford
Víctor Carrion Alonzo;4;8;417-35-6629;M;0;Oxford
Lorena Balderas de Jesús;57;6;215-90-7553;F;100;Glasgow
Sr. Amalia Guerrero Polanco;8;4;197-25-3203;M;80;Bristol
María José Gutiérrez Espinal;55;4;546-74-3960;F;80;Glasgow
Alicia Rico Mondragón;70;6;447-28-7778;M;80;London
Sr. Ana Barraza Alejandro;86;9;243-59-7132;M;0;London
Bernardo Barrientos Roque;23;5;493-55-6188;F;80;London
Marco Antonio Gamboa Villanueva;17;4;380-52-6461;M;80;Bristol
Ramiro Carrera Lemus;52;6;370-97-7741;M;100;Bristol
Jerónimo Chapa Águilar;75;6;092-58-6176;M;80;London
Rosa Bermúdez Trujillo;21;8;782-04-3502;F;50;Liverpool
Jerónimo Badillo Serrano;48;8;040-69-9618;F;100;Bristol
Concepción Ornelas Sevilla;58;8;383-74-2043;M;80;Liverpool
Raquel Noriega Chávez;29;8;675-79-5184;F;80;Bristol
Rosario Valadez Contreras;82;6;722-77-6308;F;0;Liverpool
Patricio Villalpando Valentín;56;9;812-48-7378;F;0;London
Victoria Haro Abeyta;87;3;607-61-5239;M;0;Bristol
José María Tijerina Reyna;8;1;722-49-2218;M;0;Bristol
Ramona Domínguez Valles;82;8;712-58-3680;F;100;Oxford
Jaime Figueroa Almanza;82;10;436-29-4512;F;0;Bristol
Mercedes Saucedo Valdez;56;2;373-76-7249;M;100;Oxford
Laura Pagan Concepción;37;4;618-84-8110;F;0;London
Sta. Luz Cano Merino;32;3;733-23-2826;F;100;London
Sara Negrete Vanegas;28;6;475-06-8959;F;0;Liverpool
Santiago Espinosa Barragán;36;10;703-07-8210;M;50;Bristol
Marco Antonio Saldivar Delgado;82;3;583-48-9438;M;100;Bristol
Rubén Girón Marroquín;11;3;513-94-4176;M;50;Glasgow
Irene Sandoval Caldera;61;10;158-18-6945;F;80;Oxford
Homero Paredes Rico;8;10;499-13-7907;M;100;Bristol
Sara González Calvillo;86;1;196-57-2340;M;0;Oxford
Tomás Melgar Toro;11;10;460-27-6400;M;100;Glasgow
Rosalia Villareal Menchaca;14;2;882-72-5710;F;0;Liverpool
Cristian Soria Franco;46;6;068-12-9144;M;0;Liverpool
Manuela Delafuente Pulido;81;6;454-93-2452;M;100;Glasgow
Sr. Hugo Pabón Quesada;20;9;238-33-1628;M;50;Glasgow
Julia Araña Medina;88;5;561-69-3715;F;0;Liverpool
Sr. Carlos Fernández Aragón;9;8;855-22-1385;F;0;Oxford
Catalina Nevárez Polanco;19;2;421-13-9705;M;50;Liverpool
Adán Guerrero Burgos;3;9;532-66-6834;M;100;London
Luisa Cadena Iglesias;76;2;550-83-6898;M;50;Oxford
Verónica Guardado Muñoz;63;8;732-46-0056;M;100;London
Juan Carlos Haro Ramos;47;10;624-67-4858;M;100;Liverpool
Gonzalo Reséndez Santacruz;35;7;305-30-0913;F;50;London
Barbara Cabán Caldera;70;8;001-96-0944;M;0;Bristol
Sofia Badillo Cortés;75;8;769-37-4774;F;50;Liverpool
Ernesto Sanabria Alva;57;10;648-07-6446;M;50;Liverpool
Sta. Gabriela Urbina Portillo;16;5;636-94-5751;M;50;Bristol
Marilu Anaya Ceballos;15;3;675-89-6069;F;50;Glasgow
Daniel Banda Chacón;23;8;040-52-7837;F;100;Glasgow
Sta. Joaquín Alemán Valdivia;76;9;845-10-0649;M;0;Glasgow
Luis Rael Mateo;90;8;124-10-4355;M;0;London
Julio César Delacrúz Arce;50;4;019-78-4384;F;80;Glasgow
Caridad Casas Aguirre;86;3;249-24-0344;M;0;London
Marta Garay Collado;39;1;066-04-4523;M;80;Glasgow
Sra. Gregorio Rangel Flórez;40;6;617-67-3253;F;100;Glasgow
Sr. Víctor Guzmán Barragán;8;10;851-43-1458;F;50;London
Sta. Susana Gamboa Mata;41;3;892-92-4719;M;80;London
Sra. Alicia Bueno Olivárez;28;5;062-69-9721;F;100;Bristol
María Alcala Iglesias;73;7;436-93-0388;F;80;Liverpool
Mateo Rico Rendón;33;3;354-82-7202;M;0;Bristol
Sra. José Luis Niño Casares;53;8;012-34-1695;F;50;Bristol
Lucia López Lucero;28;1;427-83-8974;F;50;Oxford
Mariano Núñez Delacrúz;60;1;281-02-7181;F;0;Liverpool
Sra. Octavio Patiño Blanco;17;6;409-65-9566;M;80;Bristol
Jacobo Almaraz Avilés;74;3;527-10-5792;F;0;Liverpool
Gabriel Villarreal Brito;75;1;719-83-3352;M;80;Oxford
José Luis Corral Portillo;22;9;321-66-8231;M;100;Glasgow
Elvira Hurtado Vásquez;12;4;813-01-7253;F;80;Oxford
Fernando Correa Meléndez;2;4;204-58-6163;F;0;London
Armando Jurado Valles;3;2;786-43-9136;F;50;London
José Santana Jaramillo;22;6;281-37-2784;M;0;Bristol
Olivia Flórez Aponte;20;7;182-35-2245;F;0;Liverpool
Alfonso Casárez Benavídez;87;3;270-68-1316;F;0;Bristol
Teodoro Urrutia Muro;43;2;801-57-6597;F;50;London
Germán Acosta Apodaca;80;10;304-29-5171;M;80;London
Laura Granado Valdez;88;3;805-59-6739;F;50;Glasgow
Sonia Casas Garza;6;1;318-15-1576;M;80;Oxford
Agustín Canales Manzanares;83;8;056-86-9842;M;0;Bristol
Sta. Leonor Sepúlveda Posada;33;9;402-55-2795;F;50;Bristol
Elsa Herrera Aranda;52;4;353-15-4173;F;100;Oxford
Jacobo Manzanares Zaragoza;85;7;332-43-4073;F;50;Oxford
Rosalia Peña Peralta;22;7;643-15-4777;M;80;Glasgow
Gregorio Aparicio Gastélum;22;10;247-75-6405;F;0;Liverpool
Ángela Quintero Villalobos;26;4;794-31-5137;M;0;Bristol
Joaquín Olivas Sarabia;1;3;434-34-7739;M;0;Oxford
Germán Montez Maya;55;1;641-74-6116;F;100;Liverpool
Cristobal Ornelas Muro;42;5;047-05-4421;F;80;Glasgow
Alejandra Ramos Ontiveros;32;8;049-84-7333;M;0;Oxford
Óscar Sierra Atencio;62;10;863-89-2661;F;100;Oxford
Sra. Patricia Malave Gaona;20;1;252-02-6088;F;100;London
Teodoro Candelaria Téllez;33;1;391-58-8396;F;100;Glasgow
Patricio Cortés Cavazos;85;3;682-29-3155;M;50;Liverpool
Mariano Quintanilla Lara;22;6;538-23-9244;F;50;Glasgow
Eva Beltrán Heredia;19;7;260-43-9587;F;80;Liverpool
Sra. Nicolás Tafoya Ávalos;42;4;876-87-4390;M;50;Liverpool
Santiago Riojas Abeyta;25;7;068-09-7988;F;80;London
Sta. Guillermina Dávila Zaragoza;83;9;554-39-0425;M;0;Liverpool
Sr. Elvira Cintrón Quintero;88;8;138-47-0210;M;50;Bristol
Sara Cano Granado;10;1;800-90-0862;F;80;Bristol
Sta. Patricia Bustos Toro;90;9;504-48-3929;F;0;Bristol
Gerardo Cortez Padrón;28;7;741-59-7960;M;80;Oxford
Claudio Córdova Griego;41;10;166-88-5543;F;50;Glasgow
Sofia Negrete Duran;70;5;847-39-3350;F;100;Liverpool
Hugo Bermúdez Archuleta;69;7;536-28-0935;M;80;Bristol
Marcos Osorio Vásquez;6;4;558-11-2104;M;100;London
Jerónimo Pedroza Saldaña;67;9;870-74-1114;F;100;Bristol
Jesús Olivo Tórrez;17;9;828-23-3241;M;100;Glasgow
Rosario Duarte Benavides;33;1;389-10-8962;M;50;London
Agustín Olivas Marrero;32;5;384-04-8013;M;0;Glasgow
Patricia Quiñónez Espino;4;4;080-33-2982;F;80;Glasgow
Norma Montes Mercado;5;5;583-26-1791;F;0;Oxford
Germán Vargas Magaña;40;9;452-63-6663;M;50;Bristol
María del Carmen Trejo Reyna;83;6;054-02-8712;M;0;London
Sra. Ana Ozuna Carrera;8;3;595-26-2043;M;50;Oxford
Sr. Carla Velasco Burgos;86;8;350-02-8252;M;80;Oxford
Sofia Benavides Escamilla;26;6;235-89-2538;M;50;Bristol
Josefina Mojica Arenas;84;1;426-30-6083;F;50;Glasgow
Mónica Sierra Chávez;15;2;383-09-9524;F;80;Oxford
Óscar Solano Briones;10;4;726-25-9627;F;0;London
Jesús Lerma Elizondo;16;1;445-58-6263;F;100;Oxford
María Cristina Arroyo Frías;41;5;747-34-6958;M;0;Bristol
Elvira Ocasio Alemán;12;7;159-49-8165;M;50;Liverpool
Francisco Cano Solano;69;5;007-24-0218;F;80;London
Gonzalo Arellano Alva;73;5;653-96-3124;F;100;Bristol
Armando Regalado Barela;32;9;477-44-7003;F;100;Bristol
Joaquín Valdez Santiago;28;10;574-98-3058;F;50;Glasgow
José Luis Sanches Delao;5;9;226-38-9421;F;80;Bristol
Leonor Zaragoza Aguilera;89;3;845-83-1342;M;50;Oxford
Benjamín Casanova Castro;37;7;502-01-9194;F;50;Bristol
Alfredo Caraballo Matos;85;10;161-88-1837;M;80;Glasgow
Susana Véliz Delacrúz;32;8;470-44-9075;F;100;Oxford
Hugo Vallejo Galindo;8;3;008-75-9016;F;80;Bristol
Juan Carlos Delgado Romero;28;9;743-34-4386;F;100;Liverpool
Rebeca Lira Limón;78;3;216-61-7143;M;0;London
Elena Perea Olivera;79;7;784-50-5290;F;50;Oxford
Juana Cano Meléndez;86;6;027-83-7256;F;0;Bristol
José Emilio Elizondo Nazario;16;3;834-79-9160;F;50;London
Sr. Luis Godoy Santiago;5;6;206-24-5111;F;80;Glasgow
Eva Valdés Quesada;42;6;616-40-4693;M;80;Glasgow
Mario Cornejo Farías;60;3;650-86-3940;F;0;Liverpool
Bernardo Tafoya Alonzo;14;4;637-91-9998;M;0;Liverpool
Sra. Adán Benavídez Luna;83;4;428-69-3955;F;80;Glasgow
Arturo Valdivia Zayas;24;4;403-63-3993;F;80;London
Sara Granado Delarosa;81;8;336-08-6778;F;0;Glasgow
Sta. Sonia Posada Serna;6;3;775-59-1124;M;100;Glasgow
Homero Madera Nieves;90;10;433-48-3394;F;80;Glasgow
Sta. José María Jimínez Peralta;31;9;782-02-6891;M;100;Bristol
Sr. Rosario Gómez Menchaca;69;3;534-82-2702;F;0;Liverpool
Alfredo Abreu Jaime;6;7;415-64-8528;F;100;Bristol
Sr. Elena Regalado Valdés;12;5;338-40-9729;F;80;Oxford
Sr. Juan Carlos Rico Zamora;12;7;462-89-8138;F;100;London
Juan Carlos Crespo Negrete;25;5;891-60-3721;M;50;Glasgow
Sr. Jacobo Barraza Carbajal;5;4;504-64-5133;M;100;Liverpool
María Cristina Ojeda Borrego;9;7;121-60-9473;M;100;Glasgow
Sta. Esteban Menchaca Garibay;56;2;637-96-3208;M;0;Bristol
Isabela de Jesús Gollum;79;6;287-88-6876;M;100;Bristol
Jesús Negrón Saavedra;7;9;396-97-2293;F;50;Liverpool
Alejandra Estrada Carvajal;48;6;350-46-7122;F;0;Liverpool
Caridad Cantú Fuentes;10;1;463-20-3983;M;50;Oxford
Nicolás Salcido Villa;89;3;870-32-5773;M;0;Liverpool
Lorena Rosado Cabrera;7;6;115-53-3822;F;100;London
Sra. Carla Prieto Vega;88;1;742-17-5722;M;80;Glasgow
Gerardo Delafuente Trujillo;4;2;124-90-9570;M;80;Bristol
Miguel Galarza Colunga;41;7;182-25-2675;M;50;Bristol
Reina Niño Paredes;85;6;223-88-1446;M;0;Bristol
María Elena Segura Quesada;32;8;411-68-9091;M;50;London
Lucia Adorno Bueno;53;4;710-49-6990;M;100;Bristol
Sra. María Eugenia Saldaña Toledo;62;8;204-36-6308;M;0;Glasgow
Miguel Ángel Cuellar Rincón;21;2;469-01-4614;M;100;Oxford
Miguel Colón Batista;45;1;517-71-3918;F;0;London
Alfredo Delarosa Peralta;34;9;392-23-3356;M;100;Liverpool
Jerónimo Salgado Madrigal;9;8;417-02-2503;M;50;London
Reina Montaño Mena;52;1;147-69-2934;M;100;Bristol
Lilia Rosado Serrato;19;5;191-37-9528;F;100;Liverpool
Sr. Reina Narváez Rodarte;35;9;439-63-8141;M;0;London
Graciela Roldán Ponce;33;9;210-45-1141;M;80;Oxford
Guillermo Villarreal Balderas;2;10;270-62-7267;F;100;Oxford
Javier Chapa Burgos;23;7;619-17-4950;M;0;Liverpool
Ignacio Serrano Díaz;31;5;872-88-0634;M;100;Glasgow
Adán Mares Palacios;16;10;339-35-6323;F;80;Oxford
Patricia Rangel Corrales;15;2;572-21-5626;F;50;Oxford
Sta. Olivia Salinas Montalvo;60;3;871-55-8084;F;0;London
Sra. Isabel Vanegas Montañez;12;8;578-37-4838;M;100;Bristol
Alejandro Colón Benítez;30;4;860-47-3295;F;80;Glasgow
Pedro Torres Galarza;60;8;244-60-8051;M;0;Glasgow
Alejandra Venegas Ortega;13;8;190-09-5464;F;80;Liverpool
Sr. Jorge Rivas Jimínez;83;6;455-56-2098;M;100;Oxford
Anita Villa Zamudio;17;6;587-26-0770;M;0;Oxford
Sta. Ignacio Frías Corona;13;5;093-67-7938;M;50;Liverpool
Jerónimo Chavarría Ornelas;26;5;760-96-2912;F;80;Glasgow
Sra. Bernardo Chacón Miramontes;35;4;145-83-8878;M;50;Liverpool
Gregorio Zavala Marroquín;74;3;407-03-4645;M;100;London
Marisol Cervántez Benavides;81;2;128-48-9352;F;0;London
Marisol Saldivar Gómez;6;9;279-98-8593;F;100;London
Carolina Urrutia Enríquez;88;10;821-75-8446;M;100;Glasgow
Sra. Sofia Galarza Quiñónez;14;1;056-91-0931;F;100;Bristol
Magdalena Benítez Preciado;82;4;662-15-3881;M;0;Liverpool
Víctor Rincón Magaña;81;9;208-46-4287;F;80;Glasgow
Sancho Carrion Saavedra;2;3;086-11-4587;M;50;Glasgow
Sonia Pineda Cadena;5;6;756-89-5016;F;80;Glasgow
Leticia Vera Granados;68;8;133-32-7323;M;100;Bristol
Eduardo Zapata Jurado;57;1;217-35-7564;M;100;Oxford
Sr. Sonia Quiñónez Alba;17;8;803-15-1871;M;50;London
Elsa Cantú Tirado;83;5;627-68-5320;M;0;Glasgow
Dorotea Gastélum Iglesias;1;4;519-48-1984;F;0;Liverpool
Sr. Virginia Razo Castillo;20;5;366-41-2638;F;80;Bristol
Sta. José Luis Calderón Magaña;66;1;287-94-6402;M;50;Bristol
Javier Raya Cuellar;88;8;203-89-8721;M;80;Bristol
Rebeca Trujillo Casanova;34;1;198-80-8939;F;50;Bristol
Ramón Perea Montes;90;8;398-16-9053;F;50;Oxford
Sr. Mateo Alcala Lozada;88;9;669-31-9781;M;0;Liverpool
Teodoro Balderas Loera;27;1;753-52-9542;M;50;Bristol
Sta. Elsa Reyes Alanis;6;4;506-88-2060;F;0;Bristol
José María Menéndez Gómez;9;2;073-16-2040;F;80;London
Rosalia Negrón Montes;80;2;756-33-0783;M;0;Oxford
Ernesto Tapia Cuellar;78;1;359-98-7408;F;0;Liverpool
Sr. Cristina Montez Macías;26;6;530-57-2668;F;100;Liverpool
Ignacio Quintanilla Alcántar;49;8;370-37-4735;M;80;Oxford
Alicia Frías Mora;82;10;856-08-8208;F;0;London
Luis Meléndez Mojica;27;1;872-87-3617;M;50;London
Sra. Lucia Sisneros Ramírez;9;4;507-39-2006;M;80;Glasgow
Andrés Huerta Linares;84;3;760-42-2420;M;0;Bristol
Clara Luna Delvalle;7;7;436-98-9208;F;50;Glasgow
Sra. Emilia Cotto Reyna;62;3;022-85-5819;M;0;London
Lorena Rosales Maestas;19;2;086-41-8676;M;100;Liverpool
Diego Valdés Guajardo;90;8;344-55-8388;F;0;Liverpool
Maricarmen Valencia Villarreal;83;7;831-95-1995;F;50;Oxford
Inés Casárez Rosado;67;9;160-31-1644;M;100;Glasgow
Sta. Amalia Elizondo Balderas;1;5;661-49-4438;M;0;Liverpool
Berta Henríquez Delvalle;33;4;091-45-7524;M;0;London
Julia Arellano Abeyta;80;9;228-04-5155;M;100;London
Isabela Palomo Fonseca;35;10;236-32-0297;F;100;Liverpool
Sta. Timoteo Berríos Suárez;4;9;145-93-0617;F;80;Oxford
José Yáñez Sierra;65;5;340-62-9814;F;0;Oxford
Alfonso Gutiérrez Carrasco;49;8;828-09-8447;M;0;Liverpool
Conchita Barrios Ozuna;27;1;200-94-9779;M;100;Oxford
Estela Holguín Riojas;47;9;705-03-6519;F;50;Bristol
Francisco Agosto Banda;88;8;255-09-2344;F;0;Liverpool
Pilar Palomino Carrasco;88;4;824-66-1231;F;0;Bristol
Norma López Toledo;22;8;162-39-1112;M;50;Glasgow
Sr. Miguel Vega Rosales;72;4;380-07-1631;F;0;Bristol
Sta. Ignacio Santillán Borrego;38;7;853-44-4928;M;100;Liverpool
Sta. Carolina Nájera Lemus;18;9;826-94-1707;M;0;Bristol
Miguel Corona Saldivar;28;9;513-35-7712;M;50;Liverpool
Agustín Suárez Trujillo;26;7;297-61-7386;F;80;Oxford
Octavio Farías Solorzano;64;7;080-81-7626;M;0;Glasgow
Sra. Sonia Lerma Fierro;14;8;831-82-7913;M;80;Liverpool
Arturo Orellana Chacón;18;2;043-17-9758;F;80;London
Sra. Inés Carvajal Prado;16;6;036-29-3804;M;0;Glasgow
Dolores Ojeda Casas;37;8;320-32-4817;F;80;London
Sra. Antonio Alva Rolón;17;3;634-72-0357;F;0;London
Sra. Alfredo Quiroz Ulibarri;79;10;036-64-3197;M;100;Glasgow
Magdalena Paz Zepeda;31;1;188-83-2760;M;80;London
Leticia Yáñez Pagan;10;9;624-69-4616;M;50;Liverpool
Sta. José Eduardo Rodarte Solano;69;4;599-96-7981;M;0;Oxford
Ana Luisa Villalpando Vigil;35;6;585-62-2740;M;50;Bristol
Clemente Gutiérrez Salinas;60;8;085-20-2656;F;80;London
Sara Arellano Aguirre;59;9;628-21-2938;F;0;Oxford
Sra. Vicente Laboy Loera;84;9;512-14-8994;F;0;London
Miguel Contreras Ballesteros;49;9;418-37-7498;F;0;Glasgow
Gerardo Armijo Colón;86;6;164-29-2446;M;0;Bristol
María del Carmen Partida Aragón;45;9;045-31-6266;F;50;Bristol
Isabel Miranda Zúñiga;30;9;299-70-4735;M;80;Liverpool
Sergio Cepeda Concepción;52;10;067-91-5383;F;50;London
Rubén Segura Mota;87;3;515-23-6670;M;0;London
Jorge Luis Jaramillo Montaño;34;10;681-71-1719;F;50;London
Sara Cazares Quesada;23;5;794-82-3110;M;100;Bristol
Julio Sevilla Peres;16;9;653-80-0216;M;100;Bristol
Gabriela Villanueva Cornejo;62;8;599-33-1621;M;100;Oxford
Ramón Echevarría Fuentes;75;4;476-07-3197;F;50;Glasgow
Sr. Salvador Burgos Reynoso;37;7;650-83-4037;M;50;London
Sra. Elisa Prieto Delvalle;45;9;530-54-6764;M;100;London
Conchita Salinas Benítez;15;7;671-73-0381;F;0;Oxford
Sr. María Luisa Medrano Ruelas;86;7;288-60-4032;M;100;Oxford
Reina Vélez Ontiveros;90;4;519-29-6952;M;50;Liverpool
Armando Cedillo Tórrez;55;3;677-07-4568;M;50;Glasgow
Gilberto Olvera Crespo;30;6;276-27-7756;F;50;Bristol
Teresa Enríquez Velázquez;4;2;515-60-4299;F;100;Glasgow
Rebeca Ibarra Valencia;1;3;547-53-7233;M;0;Liverpool
Guillermo Suárez Pagan;29;3;209-72-9465;M;80;London
Esteban Bueno Rojo;22;8;656-81-7952;F;50;Bristol
Esteban Rosado Collazo;45;10;336-83-1721;M;0;Bristol
Ramón Abreu Gaytán;22;2;878-74-4009;M;80;Bristol
Pablo Bernal Urías;68;1;786-56-3528;M;0;Bristol
Sta. Jorge Gollum Delapaz;6;10;809-28-5352;F;50;Oxford
Lola Montero Heredia;10;1;808-65-8516;M;50;Oxford
Federico Camacho Fuentes;81;6;785-95-9683;F;50;Oxford
Marilu Esquibel Casas;29;7;732-40-6969;F;80;Bristol
Adela Gálvez Medina;30;3;792-55-7995;M;0;Liverpool
Alejandro Echevarría Ballesteros;64;4;753-98-0017;F;80;Glasgow
Inés Razo Escamilla;3;6;069-08-1302;M;50;Bristol
Soledad Casillas Juárez;10;10;221-12-7845;M;0;Oxford
Elena Matos Jasso;13;8;221-55-8267;F;0;Oxford
Enrique Almanza Ayala;16;7;867-25-0835;M;80;London
Antonia Ojeda Verdugo;83;10;865-77-8608;F;0;Glasgow
Cristina Valencia Fajardo;12;6;442-61-8539;F;0;London
Anita Toledo Ortega;90;1;377-39-0231;M;80;Glasgow
Isabel Díaz Aparicio;35;1;736-85-0747;M;0;London
Cristobal Matías Ruelas;31;7;134-62-0857;M;100;Bristol
César Vega Gaytán;46;4;291-89-6819;M;50;Oxford
